Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
French River 82,CSMI II August 2023,12,17.4954,0.1021,9.6838,170.606612,200.714,-1.3661,103.4742,2070.2,23.577,1.1388,998.8173,279.198,11.768,0,85,0.34,8.493,45.48294,-81.2313,62.7938,38.1998,9.56063,3,0
French River 82,CSMI II August 2023,13,16.2896,0.1225,10.0126,164.679439,199.398,-1.3811,103.5132,2073.6,20.886,1.0072,999.029,281.919,12.75,0,91.9,0.362,8.504,45.48294,-81.2313,67.1562,42.3729,9.80519,3,0
French River 82,CSMI II August 2023,14,15.5662,0.1667,10.5182,162.180419,199.881,-1.2825,103.2582,2076.2,18.024,0.86814,999.1511,284.608,13.729,0,76.85,0.365,8.508,45.48294,-81.2313,80.7245,57.2576,9.95691,3,0
French River 82,CSMI II August 2023,15,14.3546,0.1856,10.8873,157.607858,200.225,-1.1484,102.9129,2074.2,16.357,0.78854,999.3375,287.267,14.71,0,90.03,0.368,8.511,45.48294,-81.2313,70.8248,46.0152,10.22142,2,0
French River 82,CSMI II August 2023,16,13.4501,0.1957,11.2316,154.045957,200.303,-1.1343,102.8765,2073.2,14.634,0.70589,999.4681,289.898,15.691,0,71.34,0.367,8.506,45.48296,-81.23128,105.6353,93.8436,10.42599,3,0
French River 82,CSMI II August 2023,17,13.0658,0.2397,11.5865,152.25664,199.974,-1.1306,102.867,2075.6,12.935,0.62321,999.5228,292.392,16.673,0,73.16,0.406,8.5,45.48296,-81.23128,86.9933,64.6552,10.51537,2,0
French River 82,CSMI II August 2023,18,12.6153,0.2508,11.6836,150.043614,199.428,-1.1267,102.8567,2072.5,11.522,0.55595,999.5835,294.997,17.652,0,54.21,0.37,8.499,45.48296,-81.23127,74.294,49.9188,10.62216,3,0
French River 82,CSMI II August 2023,19,11.9549,0.2819,11.86,146.939973,198.794,-1.0632,102.6937,2075.7,9.9807,0.48084,999.6656,297.443,18.633,0,77.05,0.415,8.502,45.48296,-81.23126,83.3041,59.1486,10.78234,2,0
French River 82,CSMI II August 2023,20,11.0432,0.3851,12.1101,143.718266,199.355,-0.9795,102.479,2074.9,8.9894,0.43323,999.7693,299.942,19.612,0,68.26,0.394,8.496,45.48296,-81.23124,90.5523,73.7538,11.01011,3,0
French River 82,CSMI II August 2023,21,10.5368,0.4202,12.4363,141.470363,199.033,-0.9579,102.4237,2074.9,7.8691,0.37928,999.8241,302.562,20.598,0,59.95,0.367,8.491,45.48297,-81.23124,90.4702,68.7247,11.14026,2,0
French River 82,CSMI II August 2023,22,9.8107,0.3978,12.5807,137.207792,197.056,-0.9657,102.4435,2078.8,6.9394,0.33384,999.8934,304.87,21.574,0,59.26,0.412,8.492,45.48298,-81.23124,80.1376,55.234,11.33255,3,0
French River 82,CSMI II August 2023,23,9.0839,0.4116,12.8959,133.502693,195.828,-0.8129,102.0532,2075.2,6.1567,0.29668,999.9567,307.346,22.555,0,58.35,0.402,8.494,45.48298,-81.23122,77.7736,53.2929,11.53027,2,0
French River 82,CSMI II August 2023,24,8.6835,0.4794,13.1892,131.562357,195.28,-0.6528,101.6456,2075.5,5.2869,0.25475,999.991,310.027,23.538,0,57.25,0.348,8.497,45.48298,-81.23122,85.0195,62.6323,11.64146,3,0
French River 82,CSMI II August 2023,25,7.9645,0.4868,13.5182,128.909553,195.518,-0.6063,101.5274,2078,4.6164,0.22215,1000.0425,312.67,24.516,0,60.25,0.369,8.5,45.48298,-81.23122,72.2611,48.406,11.84704,3,0
French River 82,CSMI II August 2023,26,7.5291,0.5136,13.7332,127.331732,195.709,-0.6441,101.6232,2073.5,3.9495,0.19049,1000.0727,315.355,25.495,0,66.46,0.386,8.493,45.48298,-81.2312,71.8461,47.8041,11.97402,2,0
French River 82,CSMI II August 2023,27,7.0151,0.488,13.8008,125.380301,195.805,-0.7041,101.7758,2077.2,3.3981,0.16359,1000.1034,317.977,26.476,0,54.08,0.392,8.484,45.48298,-81.2312,71.8363,48.6212,12.12757,3,0
French River 82,CSMI II August 2023,28,6.6809,0.5208,13.7919,124.169158,195.958,-0.7743,101.9548,2078.6,2.8225,0.13579,1000.1235,321.016,27.468,0,67.68,0.261,8.466,45.48298,-81.2312,65.3061,42.2263,12.22874,2,0
French River 82,CSMI II August 2023,29,6.4587,0.5345,13.8412,123.437189,196.18,-0.7993,102.0184,2075.9,2.4668,0.11884,1000.1371,323.162,28.434,0,51.19,0.43,8.456,45.48298,-81.2312,65.5992,43.467,12.29734,3,0
French River 82,CSMI II August 2023,30,6.1058,0.4888,13.8646,122.081303,196.227,-0.7971,102.0127,2079.5,2.0831,0.10017,1000.1546,325.932,29.421,0,59.29,0.383,8.441,45.48298,-81.23118,66.2855,44.6691,12.40732,3,0
French River 82,CSMI II August 2023,31,5.8962,0.5892,13.8573,121.357908,196.387,-0.7896,101.9937,2078.4,1.746,0.084008,1000.1662,328.903,30.401,0,58.48,0.303,8.427,45.48298,-81.23118,66.3004,45.251,12.47333,3,0
French River 82,CSMI II August 2023,32,5.6705,0.6821,13.8863,120.743585,196.832,-0.739,101.8647,2081.1,1.475,0.070878,1000.1776,331.804,31.383,0,49.28,0.332,8.419,45.48298,-81.23117,65.3875,45.3623,12.54526,3,0
French River 82,CSMI II August 2023,33,5.4228,0.7754,13.9365,119.915339,197.073,-0.695,101.7526,2078.5,1.2006,0.057762,1000.1887,334.866,32.364,0,47.8,0.309,8.401,45.48298,-81.23116,66.4122,47.2503,12.62492,3,0
French River 82,CSMI II August 2023,34,5.182,0.8618,13.9108,119.088434,197.276,-0.7453,101.8807,2080,0.95978,0.046146,1000.1988,337.708,33.342,0,54.99,0.343,8.378,45.48298,-81.23116,65.2874,46.9911,12.70325,3,0
French River 82,CSMI II August 2023,35,4.9928,0.9331,13.9195,118.481454,197.509,-0.7476,101.8866,2080.1,0.761,0.036586,1000.2071,340.565,34.322,0,40.85,0.356,8.354,45.48298,-81.23115,63.5599,45.729,12.76533,3,0
French River 82,CSMI II August 2023,36,4.8746,0.9725,13.8425,118.103258,197.657,-0.7789,101.9663,2081.9,0.58058,0.027888,1000.2138,343.433,35.303,0,44.23,0.342,8.329,45.48298,-81.23114,63.249,46.7808,12.80439,2,0
French River 82,CSMI II August 2023,37,4.7936,0.941,13.765,117.846501,197.764,-0.849,102.1453,2081.2,0.43215,0.020764,1000.2199,346.228,36.285,0,43.67,0.336,8.304,45.48298,-81.23114,63.3811,46.6239,12.83129,3,0
French River 82,CSMI II August 2023,38,4.5843,0.8571,13.7302,117.141152,197.972,-1.0071,102.5499,2079.6,0.30018,0.014434,1000.2273,348.849,37.266,0,55.6,0.381,8.281,45.48298,-81.23113,63.5246,47.731,12.90126,3,0
French River 82,CSMI II August 2023,39,4.4801,0.7609,13.6407,116.748272,198.005,-1.1309,102.8678,2080.1,0.19124,0.0091933,1000.2331,351.511,38.243,0,50.41,0.378,8.258,45.48298,-81.23112,62.2657,47.0707,12.9363,2,0
French River 82,CSMI II August 2023,40,4.4432,0.7076,13.5803,116.592515,197.988,-1.3543,103.4438,2075.8,0.084953,0.004092,1000.2383,354.174,39.226,0,80.83,0.374,8.239,45.48298,-81.23111,62.4017,47.7391,12.94875,3,0
French River 82,CSMI II August 2023,41,4.4028,0.621,13.5633,116.457392,198.031,-1.5345,103.9108,2075.7,0.0096503,0.00046543,1000.2435,356.825,40.212,0,38.3,0.359,8.231,45.48298,-81.2311,62.6691,47.5935,12.96243,2,0
French River 82,CSMI II August 2023,42,4.3649,0.5248,13.5534,116.350161,198.104,-1.6743,104.2745,2076.1,-0.001679,-0.00008091,1000.2486,359.22,41.186,0,38.33,0.405,8.219,45.48298,-81.2311,62.8145,48.3879,12.97527,3,0
French River 82,CSMI II August 2023,43,4.3598,0.4563,13.5073,116.313051,198.075,-1.8036,104.6122,2077.7,1.00E-12,4.81E-14,1000.2535,361.914,42.171,0,37.45,0.357,8.208,45.48298,-81.2311,62.8951,48.4337,12.97698,2,0
French River 82,CSMI II August 2023,44,4.3543,0.4598,13.5091,116.319763,198.123,-1.9437,104.9791,2075.3,1.00E-12,4.82E-14,1000.2584,364.207,43.147,0,36.53,0.414,8.204,45.48298,-81.2311,62.6172,48.219,12.97885,3,0
French River 82,CSMI II August 2023,45,4.3187,0.439,13.5059,116.19859,198.158,-1.994,105.1114,2077.6,1.00E-12,4.81E-14,1000.2634,366.617,44.127,0,35.52,0.419,8.198,45.48298,-81.2311,63.2764,49.004,12.99095,2,0
French River 82,CSMI II August 2023,46,4.3097,0.306,13.4612,116.144505,198.126,-2.0539,105.2687,2077.9,1.00E-12,4.81E-14,1000.2683,369.497,45.114,0,34.2,0.323,8.184,45.483,-81.23108,63.5895,48.9619,12.994,3,0
French River 82,CSMI II August 2023,47,4.3036,0.2315,13.4417,116.125649,198.135,-2.1392,105.4936,2077.1,1.00E-12,4.81E-14,1000.2732,372.351,46.093,0,33.13,0.333,8.178,45.483,-81.23108,63.5328,48.9632,12.99607,3,0
French River 82,CSMI II August 2023,48,4.2993,0.2321,13.4239,116.117091,198.15,-2.2385,105.7557,2079.7,1.00E-12,4.81E-14,1000.2781,375.151,47.07,0,32.18,0.353,8.173,45.483,-81.23107,64.2167,49.7486,12.99754,3,0
French River 82,CSMI II August 2023,49,4.2818,0.2191,13.4136,116.041574,198.139,-2.2881,105.887,2080.7,1.00E-12,4.81E-14,1000.2831,377.957,48.052,0,31.17,0.363,8.168,45.483,-81.23105,65.0666,49.3378,13.0035,3,0
French River 82,CSMI II August 2023,50,4.2793,0.2065,13.4325,116.032502,198.141,-2.317,105.9637,2081,1.00E-12,4.81E-14,1000.2879,380.712,49.032,0,30.02,0.356,8.163,45.483,-81.23104,63.4899,48.3382,13.00433,2,0
French River 82,CSMI II August 2023,51,4.2822,0.1723,13.3967,116.059325,198.167,-2.3456,106.0394,2079.9,1.00E-12,4.81E-14,1000.2927,383.469,50.014,0,28.87,0.345,8.161,45.483,-81.23102,63.6142,47.8802,13.00336,3,0
French River 82,CSMI II August 2023,52,4.2828,0.1966,13.4009,116.052532,198.151,-2.356,106.0669,2083.1,1.00E-12,4.80E-14,1000.2975,386.39,50.994,0,27.8,0.335,8.158,45.483,-81.23102,64.2646,48.9362,13.00316,4,0
French River 82,CSMI II August 2023,53,4.2729,0.1866,13.4017,116.015485,198.155,-2.3307,105.9999,2081.9,1.00E-12,4.80E-14,1000.3024,389.595,51.979,0,26.69,0.304,8.155,45.483,-81.23102,63.341,47.8399,13.00651,2,0
French River 82,CSMI II August 2023,54,4.2715,0.1833,13.4023,116.013751,198.161,-2.3808,106.1327,2082.3,1.00E-12,4.80E-14,1000.3073,392.633,52.955,0,25.68,0.316,8.153,45.483,-81.23102,63.4338,47.945,13.00699,4,0
French River 82,CSMI II August 2023,55,4.2744,0.1908,13.3845,116.011363,198.138,-2.3779,106.1249,2083,1.00E-12,4.80E-14,1000.3121,395.7,53.935,0,24.61,0.323,8.15,45.483,-81.23102,64.5659,48.7172,13.006,3,0
French River 82,CSMI II August 2023,56,4.2724,0.1873,13.3713,116.011138,198.151,-2.3709,106.1065,2083,1.00E-12,4.80E-14,1000.3169,398.778,54.918,0,23.52,0.325,8.148,45.48299,-81.23101,64.0693,48.3591,13.00668,3,0
French River 82,CSMI II August 2023,57,4.27,0.1869,13.3831,116.00771,198.161,-2.3773,106.1234,2082,1.00E-12,4.80E-14,1000.3218,401.807,55.898,0,22.48,0.32,8.148,45.483,-81.231,64.3259,48.241,13.0075,3,0
French River 82,CSMI II August 2023,58,4.2713,0.1911,13.3699,116.02108,198.175,-2.3778,106.1246,2082.9,1.00E-12,4.80E-14,1000.3266,404.774,56.878,0,21.41,0.33,8.144,45.483,-81.23099,64.121,48.6603,13.00705,3,0
French River 82,CSMI II August 2023,59,4.2699,0.1819,13.3716,116.014433,198.173,-2.3934,106.1661,2083.6,1.00E-12,4.80E-14,1000.3314,408.169,57.86,0,20.36,0.283,8.142,45.483,-81.23098,62.9847,47.4509,13.00754,3,0
French River 82,CSMI II August 2023,60,4.2659,0.1871,13.3719,116.002519,198.18,-2.3553,106.0651,2084.5,1.00E-12,4.80E-14,1000.3363,411.615,58.84,0,19.33,0.28,8.139,45.483,-81.23096,63.2546,47.9662,13.0089,4,0
French River 82,CSMI II August 2023,61,4.264,0.1823,13.3749,116.003861,198.195,-2.3707,106.1057,2083.6,1.00E-12,4.80E-14,1000.3412,415.067,59.821,0,18.26,0.264,8.139,45.483,-81.23096,63.5382,47.2371,13.00956,3,0
French River 82,CSMI II August 2023,62,4.2618,0.192,13.3704,115.992125,198.19,-2.3822,106.1363,2084.8,1.00E-12,4.80E-14,1000.346,418.191,60.803,0,17.27,0.34,8.135,45.483,-81.23095,64.1389,47.6285,13.01029,3,0
French River 82,CSMI II August 2023,63,4.2601,0.1903,13.3681,115.994683,198.206,-2.4009,106.1861,2083.6,1.00E-12,4.80E-14,1000.3509,421.511,61.78,0,16.21,0.298,8.134,45.483,-81.23094,64.47,48.5673,13.01089,4,0
French River 82,CSMI II August 2023,64,4.2583,0.1957,13.3668,115.989522,198.209,-2.3862,106.1469,2085.8,1.00E-12,4.79E-14,1000.3557,424.78,62.762,0,15.17,0.296,8.134,45.483,-81.23094,63.668,48.0044,13.01149,3,0
French River 82,CSMI II August 2023,65,4.2574,0.1741,13.3628,115.989186,198.214,-2.3781,106.1253,2083.7,1.00E-12,4.80E-14,1000.3605,427.898,63.742,0,14.18,0.321,8.134,45.483,-81.23092,63.7715,47.6175,13.01179,3,0
French River 82,CSMI II August 2023,66,4.2574,0.1969,13.3681,115.985387,198.208,-2.3663,106.0942,2085.4,1.00E-12,4.80E-14,1000.3654,431.109,64.723,0,13.11,0.315,8.134,45.483,-81.23092,64.9581,49.3021,13.01179,3,0
French River 82,CSMI II August 2023,67,4.2584,0.1859,13.3544,115.993694,198.216,-2.3749,106.117,2083.4,1.00E-12,4.80E-14,1000.3702,434.331,65.709,0,11.94,0.286,8.134,45.48298,-81.23092,65.1877,49.1454,13.01145,3,0
French River 82,CSMI II August 2023,68,4.2538,0.1869,13.3569,115.977206,198.219,-2.3741,106.1148,2081.1,1.00E-12,4.81E-14,1000.3751,437.201,66.683,0,11.08,0.328,8.13,45.48298,-81.23092,63.3367,47.8838,13.01303,3,0
French River 82,CSMI II August 2023,69,4.2475,0.1869,13.3464,115.961941,198.236,-2.3841,106.1414,2083.1,1.00E-12,4.80E-14,1000.38,440.441,67.665,0,10.06,0.313,8.13,45.48298,-81.23091,64.2717,48.4133,13.01518,4,0
French River 82,CSMI II August 2023,70,4.2443,0.1789,13.3583,115.947133,198.232,-2.3753,106.1181,2083.1,1.00E-12,4.80E-14,1000.3848,443.577,68.648,0,9.11,0.323,8.129,45.483,-81.2309,64.1247,47.7831,13.01628,3,0
French River 82,CSMI II August 2023,71,4.246,0.1902,13.3599,115.955168,198.234,-2.364,106.0881,2084.1,1.00E-12,4.80E-14,1000.3897,446.727,69.628,0,52.17,0.302,8.127,45.483,-81.23089,64.3246,47.9411,13.01569,3,0
French River 82,CSMI II August 2023,72,4.2464,0.1755,13.3411,115.956183,198.233,-2.3695,106.1027,2086.7,1.00E-12,4.79E-14,1000.3945,449.64,70.606,0,50.12,0.337,8.126,45.483,-81.23087,63.8454,47.8061,13.01555,3,0
French River 82,CSMI II August 2023,73,4.247,0.1733,13.341,115.96922,198.251,-2.3802,106.1311,2086,1.00E-12,4.79E-14,1000.3993,452.658,71.591,0,92.84,0.34,8.124,45.483,-81.23085,64.5703,48.2631,13.01534,3,0
French River 82,CSMI II August 2023,74,4.2466,0.1641,13.3437,115.970499,198.256,-2.3642,106.0885,2087.8,1.00E-12,4.79E-14,1000.4042,460.243,72.568,0,69.79,0.074,8.124,45.48301,-81.23083,63.8198,47.8539,13.01549,10,0
French River 82,CSMI II August 2023,75,4.2465,0.1618,13.3457,115.972452,198.261,-2.3602,106.078,2087.2,1.00E-12,4.79E-14,1000.409,467.255,73.55,0,60.8,0.119,8.122,45.48302,-81.2308,64.3912,48.3525,13.01553,8,0
French River 82,CSMI II August 2023,76,4.2434,0.1697,13.357,115.959166,198.259,-2.362,106.0828,2079.8,1.00E-12,4.81E-14,1000.4138,474.421,74.529,0,42.96,0.229,8.122,45.48304,-81.23077,64.1074,48.0157,13.01657,4,0
Glider,CSMI II August 2023,1,22.0097,0.044,8.9716,51.794728,56.224,-3.3921,109.0295,1727.9,238.74,13.82,997.7975,122.232,0.981,0,83.67,0.003,12.627,43.84664,-82.55656,-67.4861,11.1486,8.74153,151,0
Glider,CSMI II August 2023,2,21.1046,0.1579,9.7415,164.588002,179.494,-0.9777,102.5786,1790.8,123.13,6.937,998.0456,255.632,1.961,0,42.75,0.007,9.366,43.84649,-82.55658,22.7095,43.1136,8.89314,184,0
Glider,CSMI II August 2023,3,20.8074,0.1398,9.0241,198.96943,217.157,-0.3898,100.9791,2178.4,84.902,3.8897,998.129,405.729,2.942,0,29.41,0.216,8.416,43.84632,-82.55662,-68.399,10.3167,8.94308,6,0
Glider,CSMI II August 2023,4,20.7941,0.1685,9.0713,198.923507,217.17,-0.3794,100.953,2067,70.106,3.3894,998.1363,406.962,3.923,0,28.68,0.24,8.419,43.84632,-82.55662,69.3122,67.7487,8.94542,3,0
Glider,CSMI II August 2023,5,20.7931,0.2072,9.0723,198.920272,217.171,-0.3851,100.9675,1994.8,53.101,2.6609,998.141,410.481,4.903,0,27.69,0.27,8.42,43.8463,-82.55661,69.1768,67.2952,8.94558,4,0
Glider,CSMI II August 2023,6,20.7892,0.2495,9.0853,198.912167,217.18,-0.3908,100.9819,2039.2,43.023,2.1111,998.1463,413.898,5.883,0,26.71,0.299,8.419,43.8463,-82.55662,69.071,66.3869,8.94627,3,0
Glider,CSMI II August 2023,7,20.7866,0.3044,9.0838,198.906588,217.187,-0.3686,100.9257,2123.9,37.731,1.7773,998.1514,417.365,6.864,0,25.72,0.287,8.42,43.8463,-82.55661,68.1094,64.5731,8.94673,4,0
Glider,CSMI II August 2023,8,20.7816,0.3469,9.0897,198.871055,217.172,-0.3888,100.9768,2088.8,33.811,1.6178,998.1569,420.672,7.846,0,24.72,0.304,8.424,43.8463,-82.5566,67.4991,63.6268,8.9476,3,0
Glider,CSMI II August 2023,9,20.7778,0.4379,9.101,198.848808,217.165,-0.3442,100.8642,1997.1,28.543,1.4285,998.1622,424.008,8.827,0,23.41,0.29,8.427,43.8463,-82.5566,65.8078,62.2391,8.94827,3,0
Glider,CSMI II August 2023,10,20.7654,0.5153,9.0876,198.74216,217.108,-0.3568,100.8959,1900.6,22.784,1.1987,998.1694,427.193,9.806,0,21.96,0.305,8.428,43.8463,-82.5566,64.8589,61.8737,8.95044,3,0
Glider,CSMI II August 2023,11,20.4947,0.5876,9.1402,196.979744,216.462,-0.3823,100.9603,1798.9,17.618,0.98006,998.2312,430.379,10.788,0,21.64,0.315,8.429,43.84628,-82.55662,64.6415,60.2136,8.99829,3,0
Glider,CSMI II August 2023,12,20.2096,0.6114,9.3176,195.289867,215.961,-0.43,101.0809,1693.5,13.537,0.80121,998.2956,433.557,11.767,0,20.64,0.298,8.427,43.8463,-82.55662,63.7072,59.9992,9.04907,3,0
Glider,CSMI II August 2023,13,19.4931,0.6461,9.525,191.858926,215.579,-0.4709,101.1841,1626.5,11.248,0.69114,998.4458,436.591,12.749,0,19.67,0.324,8.427,43.8463,-82.55662,66.3638,62.9254,9.17976,4,0
Glider,CSMI II August 2023,14,17.885,0.6513,10.0382,184.205786,214.737,-0.5111,101.286,1566.5,9.5489,0.60927,998.7533,439.685,13.73,0,18.66,0.315,8.425,43.84628,-82.55662,83.7846,98.4894,9.48855,3,0
Glider,CSMI II August 2023,15,14.8443,0.636,10.9256,170.952389,214.502,-0.5861,101.476,1678.2,8.2247,0.49238,999.2631,442.616,14.711,0,17.69,0.334,8.421,43.84628,-82.55662,136.3264,336.974,10.11835,3,0
Glider,CSMI II August 2023,16,12.9322,0.6567,11.7726,162.728818,214.481,-0.6584,101.6595,1920.9,7.3749,0.3865,999.5372,445.528,15.69,0,16.72,0.334,8.404,43.84627,-82.55662,130.3482,361.6388,10.54888,3,0
Glider,CSMI II August 2023,17,11.379,0.6251,12.2044,156.104886,214.537,-0.8081,102.041,2106.3,6.9514,0.33051,999.7239,448.625,16.669,0,15.73,0.317,8.385,43.84626,-82.55662,101.8404,162.8605,10.92623,3,0
Glider,CSMI II August 2023,18,9.1212,0.5425,12.7609,146.563115,214.76,-1.0269,102.6007,2169.1,6.4819,0.29888,999.9348,451.832,17.65,0,14.73,0.318,8.369,43.84626,-82.55662,103.9671,145.3293,11.52146,3,0
Glider,CSMI II August 2023,19,7.8061,0.3818,13.2706,141.385154,215.478,-1.469,103.7417,2132.8,5.8831,0.27576,1000.0307,455.115,18.633,0,13.69,0.308,8.343,43.84626,-82.55662,97.806,128.4902,11.89252,3,0
Glider,CSMI II August 2023,20,7.0983,0.3037,13.3211,138.90699,216.363,-1.7738,104.5346,2023.2,5.1598,0.25508,1000.0746,458.445,19.615,0,12.74,0.28,8.307,43.84626,-82.55662,91.223,94.3763,12.10095,3,0
Glider,CSMI II August 2023,21,6.9042,0.2999,13.3222,138.186582,216.554,-2.1093,105.4152,1918.6,4.443,0.23137,1000.0878,461.456,20.595,0,11.61,0.315,8.282,43.84626,-82.55662,75.7887,68.7519,12.16012,4,0
Glider,CSMI II August 2023,22,6.7593,0.2772,13.3036,137.646972,216.693,-2.3504,106.0523,1728.6,3.7878,0.21888,1000.0991,464.509,21.575,0,10.62,0.319,8.259,43.84625,-82.55662,68.0211,57.6512,12.2042,3,0
Glider,CSMI II August 2023,23,6.5428,0.2547,13.2983,136.898215,216.994,-2.4651,106.3566,1523.8,3.2466,0.21283,1000.1129,467.476,22.553,0,9.67,0.343,8.247,43.84624,-82.55662,65.378,53.9962,12.27059,3,0
Glider,CSMI II August 2023,24,6.4291,0.1924,13.2663,136.491952,217.132,-2.4981,106.4446,1373.9,2.6542,0.19317,1000.1222,470.559,23.536,0,8.65,0.302,8.225,43.84624,-82.55662,60.2049,47.4668,12.30563,2,0
Glider,CSMI II August 2023,25,6.3929,0.2319,13.2663,136.347341,217.152,-2.5686,106.632,1324.9,2.0096,0.15174,1000.1284,473.84,24.516,0,7.56,0.288,8.214,43.84624,-82.55662,62.0168,49.6548,12.31684,4,0
Glider,CSMI II August 2023,26,6.3662,0.214,13.2503,136.235488,217.159,-2.4648,106.3569,1361,1.5614,0.11488,1000.1341,477.592,25.499,0,6.54,0.256,8.202,43.84622,-82.55662,59.4082,48.0075,12.32513,4,0
Glider,CSMI II August 2023,27,6.3679,0.2047,13.2367,136.230599,217.139,-2.6532,106.8582,1438.8,1.335,0.092917,1000.1388,481.241,26.478,0,5.52,0.262,8.193,43.84622,-82.55662,58.2638,47.3891,12.32459,4,0
Glider,CSMI II August 2023,28,6.3461,0.1965,13.2392,136.154361,217.169,-2.641,106.8253,1530.8,1.1729,0.076734,1000.1444,484.807,27.457,0,4.47,0.288,8.187,43.84622,-82.55662,57.3156,48.2029,12.33136,3,0
Glider,CSMI II August 2023,29,6.342,0.1869,13.2344,136.12222,217.146,-2.6135,106.7525,1664.1,1.053,0.063332,1000.1494,488.511,28.442,0,3.45,0.264,8.18,43.84622,-82.55662,57.0813,49.6028,12.33265,4,0
Glider,CSMI II August 2023,30,6.3795,0.1915,13.1988,136.239713,217.073,-2.6027,106.7233,1437.8,0.92863,0.064683,1000.1527,495.857,29.419,0,2.26,0.104,8.168,43.84622,-82.55662,56.2486,51.0658,12.32101,13,0
Glider_recovery,CSMI II August 2023,1,20.3215,0.1321,9.4315,183.356335,202.262,9.685,80.2236,2195.4,45.506,2.0733,998.2178,15.519,0.983,0,33.77,0.29,4.638,44.6721,-83.16282,-99.1362,0.0103,9.02941,2,0
Glider_recovery,CSMI II August 2023,2,20.2625,0.1261,10.2644,183.199016,202.352,2.0805,95.3672,2193.1,23.737,1.0823,998.2347,17.288,1.957,0,32.51,0.526,4.334,44.6721,-83.16282,-98.2722,0.0105,9.03995,2,0
Glider_recovery,CSMI II August 2023,3,20.1641,0.1123,11.3488,183.249606,202.849,-0.2111,100.5343,2196.2,33.432,1.5223,998.2599,19.42,2.954,0,31.44,0.454,4.293,44.6721,-83.16282,-98.8719,0.0104,9.05758,2,0
Glider_recovery,CSMI II August 2023,4,20.0556,0.2315,12.5072,183.10735,203.18,-0.087,100.2194,2194.4,69.168,3.1518,998.287,28.586,3.92,0,30.4,0.045,4.296,44.6721,-83.16282,32.6789,41.4928,9.07709,14,0
Glider_recovery,CSMI II August 2023,5,20.2196,0.2009,9.0439,182.023737,201.244,-0.3722,100.9343,2174.5,68.177,3.1355,998.2567,137.23,4.903,0,28.69,-0.012,4.311,44.67189,-83.16308,64.9751,49.5555,9.04768,165,0
Glider_recovery,CSMI II August 2023,6,20.2375,0.1955,9.1106,182.067553,201.214,-0.4412,101.1092,2191.7,60.445,2.7578,998.2575,208.865,5.887,0,27.83,0.322,4.322,44.67164,-83.16321,55.6867,43.0006,9.04447,3,0
Glider_recovery,CSMI II August 2023,7,20.0165,0.2241,9.2202,180.829516,200.827,-0.3539,100.8887,2192,49.728,2.2687,998.3077,206.081,6.866,0,26.9,0.331,4.317,44.67164,-83.1632,56.22,44.2805,9.0842,3,0
Glider_recovery,CSMI II August 2023,8,19.9554,0.2752,9.2517,180.403337,200.626,-0.2997,100.7521,2192,43.793,1.9979,998.3248,209.097,7.843,0,25.66,0.345,4.318,44.67163,-83.1632,56.1228,43.4032,9.09522,3,0
Glider_recovery,CSMI II August 2023,9,19.9569,0.3245,9.2375,180.449505,200.67,-0.3034,100.7613,2189.9,37.03,1.6909,998.329,212.329,8.824,0,24.68,0.28,4.321,44.67162,-83.16322,55.9318,43.7983,9.09496,4,0
Glider_recovery,CSMI II August 2023,10,19.919,0.4016,9.2759,180.185162,200.545,-0.2277,100.571,2190.5,32.159,1.4681,998.3412,216.489,9.811,0,23.94,0.227,4.322,44.67161,-83.16322,55.8137,43.7241,9.10181,5,0
Glider_recovery,CSMI II August 2023,11,19.8928,0.4583,9.3051,179.940405,200.39,-0.2126,100.5328,2191.8,27.789,1.2679,998.3511,220.499,10.787,0,22.95,0.254,4.322,44.6716,-83.16324,56.0134,43.5384,9.10657,3,0
Glider_recovery,CSMI II August 2023,12,19.8762,0.5009,9.2971,179.778974,200.284,-0.208,100.5212,2190.8,23.12,1.0554,998.3589,223.954,11.767,0,22.03,0.323,4.323,44.67158,-83.16324,56.1241,43.1105,9.10957,3,0
Glider_recovery,CSMI II August 2023,13,19.8588,0.5245,9.3129,179.579107,200.139,-0.1442,100.3611,2194.1,21.164,0.96462,998.3669,226.811,12.747,0,21.05,0.34,4.324,44.67157,-83.16324,56.0339,42.8818,9.11273,2,0
